"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2015/2016","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2016/2017","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2017/2018","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2018/2019","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2019/2020","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2020/2021","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2021/2022","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2022/2023","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2023/2024","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427405","7.15","","..","","","0"
"2007/2008","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","5999","","","","0"
"2008/2009","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","6336","","","","0"
"2009/2010","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","6650","","","","0"
"2010/2011","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","7020","","","","0"
"2011/2012","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","7235","","","","0"
"2012/2013","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8026","","","","0"
"2013/2014","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8183","","","","0"
"2014/2015","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8252","","","","0"
"2015/2016","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8514","","","","0"
"2016/2017","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8742","","","","0"
"2017/2018","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8858","","","","0"
"2018/2019","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","9129","","","","0"
"2019/2020","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","7990","","","","0"
"2020/2021","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8461","","","","0"
"2021/2022","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8558","","","","0"
"2022/2023","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8244","","","","0"
"2023/2024","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427406","7.16","8320","","","","0"
"2008/2009","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6121","","","","0"
"2009/2010","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6366","","","","0"
"2010/2011","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6621","","","","0"
"2011/2012","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6885","","","","0"
"2012/2013","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","7117","","","","0"
"2013/2014","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6987","","","","0"
"2014/2015","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6836","","","","0"
"2015/2016","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6733","","","","0"
"2016/2017","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6737","","","","0"
"2017/2018","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6648","","","","0"
"2018/2019","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","6597","","","","0"
"2019/2020","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","8322","","","","0"
"2020/2021","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","8134","","","","0"
"2021/2022","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","8678","","","","0"
"2022/2023","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","8657","","","","0"
"2023/2024","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427407","7.17","8710","","","","0"
"2007/2008","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","3802","","","","0"
"2008/2009","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4031","","","","0"
"2009/2010","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4202","","","","0"
"2010/2011","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4328","","","","0"
"2011/2012","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4457","","","","0"
"2012/2013","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4591","","","","0"
"2013/2014","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4683","","","","0"
"2014/2015","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4777","","","","0"
"2015/2016","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4824","","","","0"
"2016/2017","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4969","","","","0"
"2017/2018","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","5143","","","","0"
"2018/2019","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","5323","","","","0"
"2019/2020","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4790","","","","0"
"2020/2021","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4790","","","","0"
"2021/2022","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4790","","","","0"
"2022/2023","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4993","","","","0"
"2023/2024","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427408","7.18","4993","","","","0"
"2018/2019","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","5012","","","","0"
"2019/2020","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","4508","","","","0"
"2020/2021","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","4508","","","","0"
"2021/2022","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","4508","","","","0"
"2022/2023","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","4508","","","","0"
"2023/2024","Ontario","2016A000235","Optometry","Current dollars","75","units","0","v1073542397","7.22","4508","","","","0"
"2006/2007","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","10367","","","","0"
"2007/2008","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","5617","","","","0"
"2008/2009","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","5745","","","","0"
"2009/2010","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","6273","","","","0"
"2010/2011","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","9516","","","","0"
"2011/2012","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","10248","","","","0"
"2012/2013","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","10726","","","","0"
"2013/2014","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","10976","","","","0"
"2014/2015","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","11402","","","","0"
"2015/2016","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","12117","","","","0"
"2016/2017","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","12585","","","","0"
"2017/2018","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","12910","","","","0"
"2018/2019","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","13341","","","","0"
"2019/2020","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","12142","","","","0"
"2020/2021","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","12099","","","","0"
"2021/2022","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","8630","","","","0"
"2022/2023","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","8653","","","","0"
"2023/2024","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427409","7.19","8769","","","","0"
"2016/2017","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","3987","","","","0"
"2017/2018","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","4065","","","","0"
"2018/2019","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","5465","","","","0"
"2019/2020","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","4721","","","","0"
"2020/2021","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","3864","","","","0"
"2021/2022","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","4606","","","","0"
"2022/2023","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","5037","","","","0"
"2023/2024","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648209","7.20","5047","","","","0"
"2006/2007","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4626","","","","0"
"2007/2008","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4602","","","","0"
"2008/2009","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","3805","","","","0"
"2009/2010","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","3936","","","","0"
"2010/2011","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4132","","","","0"
"2011/2012","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4173","","","","0"
"2012/2013","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4294","","","","0"
"2013/2014","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4357","","","","0"
"2014/2015","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4468","","","","0"
"2015/2016","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4594","","","","0"
"2016/2017","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4651","","","","0"
"2017/2018","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4780","","","","0"
"2018/2019","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","4776","","","","0"
"2019/2020","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","5069","","","","0"
"2020/2021","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","5220","","","","0"
"2021/2022","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","5373","","","","0"
"2022/2023","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","5587","","","","0"
"2023/2024","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414731","8.21","5742","","","","0"
"2006/2007","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","9249","","","","0"
"2007/2008","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3765","","","","0"
"2008/2009","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3996","","","","0"
"2010/2011","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4196","","","","0"
"2011/2012","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4238","","","","0"
"2012/2013","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4358","","","","0"
"2013/2014","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4406","","","","0"
"2014/2015","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4523","","","","0"
"2015/2016","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4665","","","","0"
"2016/2017","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4783","","","","0"
"2017/2018","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4894","","","","0"
"2018/2019","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3388","","","","0"
"2019/2020","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3846","","","","0"
"2020/2021","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3942","","","","0"
"2021/2022","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","3918","","","","0"
"2022/2023","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4165","","","","0"
"2023/2024","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427418","8.1","4279","","","","0"
"2006/2007","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","7254","","","","0"
"2007/2008","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","3961","","","","0"
"2010/2011","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4159","","","","0"
"2011/2012","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4200","","","","0"
"2012/2013","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4356","","","","0"
"2013/2014","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4421","","","","0"
"2014/2015","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4516","","","","0"
"2015/2016","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4606","","","","0"
"2016/2017","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4713","","","","0"
"2017/2018","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4705","","","","0"
"2018/2019","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4787","","","","0"
"2019/2020","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","4919","","","","0"
"2020/2021","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","5181","","","","0"
"2021/2022","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","5512","","","","0"
"2022/2023","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","5519","","","","0"
"2023/2024","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427428","8.2","5670","","","","0"
"2006/2007","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","8952","","","","0"
"2007/2008","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4338","","","","0"
"2013/2014","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4786","","","","0"
"2016/2017","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4658","","","","0"
"2017/2018","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","4749","","","","0"
"2018/2019","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","5165","","","","0"
"2019/2020","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","5288","","","","0"
"2020/2021","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","5478","","","","0"
"2021/2022","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","5718","","","","0"
"2022/2023","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","5878","","","","0"
"2023/2024","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427429","8.3","6040","","","","0"
"2007/2008","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4590","","","","0"
"2016/2017","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","4700","","","","0"
"2017/2018","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","5135","","","","0"
"2018/2019","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","5576","","","","0"
"2019/2020","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","5800","","","","0"
"2020/2021","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","5789","","","","0"
"2021/2022","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","5882","","","","0"
"2022/2023","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","6141","","","","0"
"2023/2024","Manitoba","2016A000246","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427430","8.4","6310","","","","0"
"2006/2007","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","8112","","","","0"
"2007/2008","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4540","","","","0"
"2016/2017","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4595","","","","0"
"2017/2018","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4655","","","","0"
"2018/2019","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","4962","","","","0"
"2019/2020","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","5148","","","","0"
"2020/2021","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","5341","","","","0"
"2021/2022","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","5541","","","","0"
"2022/2023","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","5749","","","","0"
"2023/2024","Manitoba","2016A000246","Law","Current dollars","75","units","0","v62427431","8.5","5907","","","","0"
"2006/2007","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","7791","","","","0"
"2007/2008","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","3759","","","","0"
"2008/2009","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","3759","","","","0"
"2009/2010","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","3928","","","","0"
"2010/2011","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4124","","","","0"
"2011/2012","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4165","","","","0"
"2012/2013","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4283","","","","0"
"2013/2014","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4351","","","","0"
"2014/2015","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4456","","","","0"
"2015/2016","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4540","","","","0"
"2016/2017","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4595","","","","0"
"2017/2018","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4655","","","","0"
"2018/2019","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","3721","","","","0"
"2019/2020","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","3860","","","","0"
"2020/2021","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4005","","","","0"
"2021/2022","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4155","","","","0"
"2022/2023","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4577","","","","0"
"2023/2024","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427432","8.6","4724","","","","0"
"2007/2008","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","16266","","","","0"
"2008/2009","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","16266","","","","0"
"2009/2010","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2010/2011","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2011/2012","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2012/2013","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2013/2014","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2014/2015","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2015/2016","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2016/2017","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2017/2018","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2018/2019","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2019/2020","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2020/2021","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2021/2022","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2022/2023","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2023/2024","Manitoba","2016A000246","Executive MBA","Current dollars","75","units","0","v62427433","8.7","","..","","","0"
"2009/2010","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","17019","","","","0"
"2010/2011","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","17870","","","","0"
"2011/2012","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","22338","","","","0"
"2012/2013","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","27922","","","","0"
"2013/2014","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","28369","","","","0"
"2014/2015","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","29050","","","","0"
"2015/2016","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","29602","","","","0"
"2016/2017","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","29957","","","","0"
"2017/2018","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","25506","","","","0"
"2018/2019","Manitoba","2016A000246","Regular MBA","Current dollars","75","units","0","v62427434","8.8","32349","","","","0"
