"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020/2021","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427294","1.3","4678","","","","0"
"2021/2022","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427294","1.3","4817","","","","0"
"2022/2023","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427294","1.3","4899","","","","0"
"2023/2024","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427294","1.3","4994","","","","0"
"2006/2007","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","3579","","","","0"
"2007/2008","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","3709","","","","0"
"2008/2009","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","3990","","","","0"
"2009/2010","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","4109","","","","0"
"2010/2011","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","4605","","","","0"
"2011/2012","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","4556","","","","0"
"2012/2013","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5020","","","","0"
"2013/2014","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5103","","","","0"
"2014/2015","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5325","","","","0"
"2015/2016","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5460","","","","0"
"2016/2017","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5829","","","","0"
"2017/2018","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5977","","","","0"
"2018/2019","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","6135","","","","0"
"2019/2020","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","5801","","","","0"
"2020/2021","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","6008","","","","0"
"2021/2022","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","6006","","","","0"
"2022/2023","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","6135","","","","0"
"2023/2024","Canada","2016A000011124","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427295","1.4","6277","","","","0"
"2006/2007","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","3272","","","","0"
"2007/2008","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","3813","","","","0"
"2008/2009","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","3773","","","","0"
"2009/2010","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","4477","","","","0"
"2010/2011","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","4487","","","","0"
"2011/2012","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5302","","","","0"
"2012/2013","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5373","","","","0"
"2013/2014","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5834","","","","0"
"2014/2015","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5758","","","","0"
"2015/2016","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6148","","","","0"
"2016/2017","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5757","","","","0"
"2017/2018","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","5681","","","","0"
"2018/2019","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6179","","","","0"
"2019/2020","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6036","","","","0"
"2020/2021","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6087","","","","0"
"2021/2022","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6499","","","","0"
"2022/2023","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6129","","","","0"
"2023/2024","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427296","1.5","6227","","","","0"
"2006/2007","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","14879","","","","0"
"2007/2008","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","5225","","","","0"
"2008/2009","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","5760","","","","0"
"2009/2010","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","6175","","","","0"
"2010/2011","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","8132","","","","0"
"2011/2012","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","7932","","","","0"
"2012/2013","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","8547","","","","0"
"2013/2014","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","8987","","","","0"
"2014/2015","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","10378","","","","0"
"2015/2016","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","10703","","","","0"
"2016/2017","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","11140","","","","0"
"2017/2018","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","10979","","","","0"
"2018/2019","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","13524","","","","0"
"2019/2020","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","13145","","","","0"
"2020/2021","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","14052","","","","0"
"2021/2022","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","14630","","","","0"
"2022/2023","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","13903","","","","0"
"2023/2024","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427297","1.6","14293","","","","0"
"2007/2008","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","22142","","","","0"
"2008/2009","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","29893","","","","0"
"2009/2010","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","28770","","","","0"
"2010/2011","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","37032","","","","0"
"2011/2012","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","39485","","","","0"
"2012/2013","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","37613","","","","0"
"2013/2014","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","41009","","","","0"
"2014/2015","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","43541","","","","0"
"2015/2016","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","40627","","","","0"
"2016/2017","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","47251","","","","0"
"2017/2018","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","44957","","","","0"
"2018/2019","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","59709","","","","0"
"2019/2020","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","50459","","","","0"
"2020/2021","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","51005","","","","0"
"2021/2022","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","52101","","","","0"
"2022/2023","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","44815","","","","0"
"2023/2024","Canada","2016A000011124","Executive MBA","Current dollars","75","units","0","v62427298","1.7","45596","","","","0"
"2007/2008","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","14545","","","","0"
"2008/2009","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","19376","","","","0"
"2009/2010","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","20464","","","","0"
"2010/2011","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","20336","","","","0"
"2011/2012","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","22939","","","","0"
"2012/2013","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","22546","","","","0"
"2013/2014","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","23784","","","","0"
"2014/2015","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","24305","","","","0"
"2015/2016","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","26335","","","","0"
"2016/2017","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","29025","","","","0"
"2017/2018","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","30003","","","","0"
"2018/2019","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","31818","","","","0"
"2019/2020","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","29028","","","","0"
"2020/2021","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","29065","","","","0"
"2021/2022","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","29544","","","","0"
"2022/2023","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","30070","","","","0"
"2023/2024","Canada","2016A000011124","Regular MBA","Current dollars","75","units","0","v62427299","1.8","31028","","","","0"
"2006/2007","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","4103","","","","0"
"2007/2008","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","4067","","","","0"
"2008/2009","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","4437","","","","0"
"2009/2010","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","5239","","","","0"
"2010/2011","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","5477","","","","0"
"2011/2012","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","5632","","","","0"
"2012/2013","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","5913","","","","0"
"2013/2014","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6024","","","","0"
"2014/2015","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6100","","","","0"
"2015/2016","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6350","","","","0"
"2016/2017","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6455","","","","0"
"2017/2018","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6753","","","","0"
"2018/2019","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","7056","","","","0"
"2019/2020","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6741","","","","0"
"2020/2021","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6740","","","","0"
"2021/2022","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6828","","","","0"
"2022/2023","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","6936","","","","0"
"2023/2024","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427300","1.9","7052","","","","0"
"2006/2007","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","4129","","","","0"
"2007/2008","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","4042","","","","0"
"2008/2009","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","4277","","","","0"
"2009/2010","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","5488","","","","0"
"2010/2011","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","5735","","","","0"
"2011/2012","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","5716","","","","0"
"2012/2013","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","5790","","","","0"
"2013/2014","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","6001","","","","0"
"2014/2015","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","6039","","","","0"
"2015/2016","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","6123","","","","0"
"2016/2017","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","7727","","","","0"
"2017/2018","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8010","","","","0"
"2018/2019","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8456","","","","0"
"2019/2020","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8395","","","","0"
"2020/2021","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8562","","","","0"
"2021/2022","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8702","","","","0"
"2022/2023","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","8988","","","","0"
"2023/2024","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427283","1.10","9169","","","","0"
"2006/2007","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","4221","","","","0"
"2007/2008","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","4287","","","","0"
"2008/2009","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","4593","","","","0"
"2009/2010","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","5312","","","","0"
"2010/2011","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","5522","","","","0"
"2011/2012","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","5175","","","","0"
"2012/2013","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","6040","","","","0"
"2013/2014","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","6168","","","","0"
"2014/2015","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","6388","","","","0"
"2015/2016","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","6777","","","","0"
"2016/2017","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7077","","","","0"
"2017/2018","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7219","","","","0"
"2018/2019","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7369","","","","0"
"2019/2020","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","6990","","","","0"
"2020/2021","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7037","","","","0"
"2021/2022","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7243","","","","0"
"2022/2023","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7519","","","","0"
"2023/2024","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427284","1.11","7696","","","","0"
"2006/2007","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4153","","","","0"
"2007/2008","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4068","","","","0"
"2008/2009","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4293","","","","0"
"2009/2010","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4672","","","","0"
"2010/2011","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4834","","","","0"
"2011/2012","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","4950","","","","0"
"2012/2013","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","5290","","","","0"
"2013/2014","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","5483","","","","0"
"2014/2015","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","5704","","","","0"
"2015/2016","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","5807","","","","0"
"2016/2017","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6117","","","","0"
"2017/2018","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6471","","","","0"
"2018/2019","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6567","","","","0"
"2019/2020","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6742","","","","0"
"2020/2021","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6349","","","","0"
"2021/2022","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6533","","","","0"
"2022/2023","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6676","","","","0"
"2023/2024","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427285","1.12","6886","","","","0"
"2006/2007","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","2830","","","","0"
"2007/2008","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","3873","","","","0"
"2008/2009","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","3921","","","","0"
"2009/2010","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","4636","","","","0"
"2010/2011","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","4821","","","","0"
"2011/2012","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","4769","","","","0"
"2012/2013","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5136","","","","0"
"2013/2014","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5236","","","","0"
"2014/2015","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5431","","","","0"
"2015/2016","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5377","","","","0"
"2016/2017","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5429","","","","0"
"2017/2018","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5499","","","","0"
"2018/2019","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5669","","","","0"
"2019/2020","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5938","","","","0"
"2020/2021","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5896","","","","0"
"2021/2022","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","5892","","","","0"
"2022/2023","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","6368","","","","0"
"2023/2024","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427286","1.13","6512","","","","0"
"2007/2008","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","7187","","","","0"
"2008/2009","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","3171","","","","0"
"2009/2010","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","3218","","","","0"
"2010/2011","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","4337","","","","0"
"2011/2012","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","4365","","","","0"
"2012/2013","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","10753","","","","0"
"2013/2014","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","11631","","","","0"
"2014/2015","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","12135","","","","0"
"2015/2016","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","12276","","","","0"
"2016/2017","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","12239","","","","0"
"2017/2018","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","12872","","","","0"
"2018/2019","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","13726","","","","0"
"2019/2020","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","13002","","","","0"
"2020/2021","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","12995","","","","0"
"2021/2022","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","13112","","","","0"
"2022/2023","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","13171","","","","0"
"2023/2024","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427287","1.14","13282","","","","0"
"2006/2007","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","6976","","","","0"
"2007/2008","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","5811","","","","0"
"2008/2009","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2009/2010","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2010/2011","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2011/2012","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2012/2013","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","F","","","0"
"2013/2014","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","F","","","0"
"2014/2015","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","F","","","0"
"2015/2016","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2016/2017","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2017/2018","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2018/2019","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2019/2020","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2020/2021","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2021/2022","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2022/2023","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2023/2024","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427288","1.15","","..","","","0"
"2007/2008","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","4286","","","","0"
"2008/2009","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","4892","","","","0"
"2009/2010","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","4925","","","","0"
"2010/2011","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","5090","","","","0"
"2011/2012","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","5117","","","","0"
"2012/2013","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","5746","","","","0"
"2013/2014","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","5844","","","","0"
"2014/2015","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6076","","","","0"
"2015/2016","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","7321","","","","0"
"2016/2017","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","7622","","","","0"
"2017/2018","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","7764","","","","0"
"2018/2019","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6684","","","","0"
"2019/2020","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6328","","","","0"
"2020/2021","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6532","","","","0"
"2021/2022","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6777","","","","0"
"2022/2023","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6807","","","","0"
"2023/2024","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427289","1.16","6973","","","","0"
"2007/2008","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","1909","","","","0"
"2008/2009","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","6195","","","","0"
"2009/2010","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","5247","","","","0"
"2010/2011","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","5411","","","","0"
"2011/2012","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","5466","","","","0"
"2012/2013","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","5199","","","","0"
"2013/2014","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","6456","","","","0"
"2014/2015","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","6248","","","","0"
"2015/2016","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","6044","","","","0"
"2016/2017","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","5922","","","","0"
"2017/2018","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","4114","","","","0"
"2018/2019","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427290","1.17","4055","","","","0"
